id,category,case_pass,route_correct,tool_selection_correct,tool_arguments_correct,tool_order_correct,approval_correct,guardrail_correct,project_correct,cross_check_correct,recovery_correct,task_completion_correct,expected_routes,actual_routes,duration_ms,iteration_count,min_steps,step_efficiency_ratio,total_tokens,cost_usd,failures
coding_create_arduino_approved,routing,True,True,True,True,True,True,True,True,,,False,"[""coding_agent""]","[""coding_agent""]",9812.201,1,1,1.0,6132,0.003618,[]
coding_create_rejected,routing,True,True,True,True,True,True,True,True,,,,[],[],2603.25,0,,,1944,0.000445,[]
coding_review_rejected,routing,True,True,True,True,True,True,True,True,,,,[],[],2914.561,0,,,1946,0.000393,[]
visualization_generic_robot_approved,routing,True,True,True,True,True,True,True,True,,,False,"[""robot_visualization_agent""]","[""robot_visualization_agent""]",12967.781,1,1,1.0,7089,0.00211,[]
visualization_generic_robot_rejected,routing,True,True,True,True,True,True,True,True,,,,[],[],2191.647,0,,,1844,0.000357,[]
component_digikey_search,routing,False,True,False,False,True,,True,False,,,,"[""component_manager""]","[""component_manager""]",5101.321,1,1,1.0,3372,0.000681,"[""missing required tools: [{'agent': 'component_manager', 'tool': 'search_digikey', 'arguments': {'quantity': 3}, 'actual_count': 0}]"", ""tool argument mismatches: [{'agent': 'component_manager', 'tool': 'search_digikey', 'arguments': {'quantity': 3}, 'matching_argument_count': 0}]"", ""project state did not contain expected subset: {\""product_cards\"": {\""min_items\"": 1}}""]"
component_purchase_proposal,routing,False,True,False,False,False,False,True,False,,,,"[""component_manager""]","[""component_manager""]",3677.121,1,1,1.0,3442,0.000768,"[""missing required tools: [{'agent': 'component_manager', 'tool': 'search_digikey', 'arguments': {'quantity': 2}, 'actual_count': 0}, {'agent': 'component_manager', 'tool': 'create_digikey_proposal', 'arguments': {'quantity': 2}, 'actual_count': 0}]"", ""tool argument mismatches: [{'agent': 'component_manager', 'tool': 'search_digikey', 'arguments': {'quantity': 2}, 'matching_argument_count': 0}, {'agent': 'component_manager', 'tool': 'create_digikey_proposal', 'arguments': {'quantity': 2}, 'matching_argument_count': 0}]"", ""required tool order was not observed"", ""expected 1 approval(s), observed 0"", ""project state did not contain expected subset: {\""purchase\"": {\""proposal\"": {\""ap2\"": {\""human_confirmation_required\"": true}, \""quantity\"": 2, \""status\"": \""pending\"", \""success\"": true}}}""]"
multi_wiring_then_code,routing,True,True,True,True,True,True,True,True,True,,False,"[""wiring_agent"", ""coding_agent""]","[""wiring_agent"", ""coding_agent""]",20886.165,2,2,1.0,25149,0.022458,[]
multi_wiring_code_rejected,routing,True,True,True,True,True,True,True,True,,,,"[""wiring_agent""]","[""wiring_agent""]",10593.071,1,,,14722,0.011572,[]
multi_wiring_then_visualization,routing,True,True,True,True,True,True,True,True,,,False,"[""wiring_agent"", ""robot_visualization_agent""]","[""wiring_agent"", ""robot_visualization_agent""]",29021.66,2,2,1.0,23416,0.013092,[]
multi_full_design_chain,routing,False,False,False,True,True,False,True,False,True,,False,"[""wiring_agent"", ""coding_agent"", ""robot_visualization_agent""]","[""wiring_agent"", ""coding_agent"", ""wiring_agent"", ""coding_agent""]",39944.41,4,3,1.333,46713,0.043929,"[""expected routes ['wiring_agent', 'coding_agent', 'robot_visualization_agent'], got ['wiring_agent', 'coding_agent', 'wiring_agent', 'coding_agent']"", ""missing required tools: [{'agent': 'robot_visualization_agent', 'tool': 'save_model', 'actual_count': 0}, {'agent': 'robot_visualization_agent', 'tool': 'render_model', 'actual_count': 0}]"", ""expected 2 approval(s), observed 3"", ""approval 2: expected action robot_visualization_agent, got coding_agent"", ""project state did not contain expected subset: {\""board\"": \""arduino_uno\"", \""code_artifact\"": {\""ends_with\"": \"".ino\""}, \""model_artifact\"": {\""ends_with\"": \"".png\""}, \""wiring\"": {\""valid\"": true}}""]"
multi_wiring_then_digikey_search,routing,False,True,False,True,True,,True,True,,,,"[""wiring_agent"", ""component_manager""]","[""wiring_agent"", ""component_manager""]",22703.819,2,2,1.0,16953,0.011414,"[""missing required tools: [{'agent': 'component_manager', 'tool': 'search_digikey', 'actual_count': 0}]""]"
guardrail_adversarial_input,guardrail,True,True,True,True,True,,True,,,,,[],[],604.538,0,,,222,3.8e-05,[]
guardrail_input_pii_rag,guardrail,True,True,True,True,True,,True,,,,,"[""rag_agent""]","[""rag_agent""]",52802.408,1,,,14920,0.003994,[]
guardrail_input_pii_component_manager,guardrail,False,True,False,True,True,,True,,,,,"[""component_manager""]","[""component_manager""]",3938.445,1,,,3398,0.000711,"[""missing required tools: [{'agent': 'component_manager', 'tool': 'search_digikey', 'actual_count': 0}]""]"
recovery_system_b_unreachable,recovery,True,True,True,True,True,,True,,,True,,"[""component_manager""]","[""component_manager""]",3135.898,1,,,3328,0.000674,[]
